quarter,courseId,title,dept_code,description,subject_area,obj_level,college,units,instruction_type1,online_course
20244,SOC     294  ,SPECIAL TOPICS,SOC  ,Special seminar on research subjects of current interest.,SOC     ,G,L&S,4,SEM,FALSE
20244,SOC     501  ,APPRENTICE TCHG,SOC  ,"The application of research and theory to classroom practice in the teaching of undergraduate sociolgy courses. At the teaching assistant level, faculty will supervise individual students as they lead discussion sections, prepare and grade examinations, read written assignments, and engage in individual consultations with undergraduates. Associates will be responsible for courses in their entirety. Weekly meetings with instructor are required.",SOC     ,G,L&S,4,TUT,FALSE
20244,SOC     502  ,RES ASSIST PRACT,SOC  ,"Content will vary with individual students, each of whom will be instructed in the practical aspects of doing research in the area employed--bibliographical work, interviewing, statistical analyses, or questionnaire construction and analysis. Weekly group meetings with instructor are required.",SOC     ,G,L&S,NA,TUT,FALSE
20244,SOC     596  ,DIR READ & RSCH,SOC  ,Individual tutorial. Plan of study must be approved by department chair.,SOC     ,G,L&S,NA,TUT,FALSE
20244,SOC     597  ,IND STD MA-PHD EXAM,SOC  ,Individual study for M.S. and Ph.D examinations.  Normally taken with the student's committee chair.,SOC     ,G,L&S,NA,TUT,FALSE
20244,SOC     598  ,MA THESIS RSCH-PREP,SOC  ,M.A. thesis research and preparation.  Research and preparation for the Master's thesis. Normally taken with the student's M.A. committee chair.,SOC     ,G,L&S,NA,TUT,FALSE
20244,SOC     599  ,PHD DISS RSCH PREP,SOC  ,Ph.D. dissertation research and preparation.  Ph.D. dissertation preparation. Normally taken with the student's committee chair.,SOC     ,G,L&S,NA,TUT,FALSE
20244,SPAN      1  ,ELEMENTARY SPAN 1,SP&PT,"Students will learn to use Spanish for communication in   real, meaningful situations. This course will develop an understanding of   basic grammati cal   concepts along with obtaining an appreciation of the   various cultur es of   the Spanish-speaking world. The course follows a   communicative ap proach   and class time is primarily used for communication   practice and Spanish   will be spoken in class 99% of the time. By the end of   this cou rse   students are expected to develop proficiency at the   Novice-mid leve l.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN      3  ,ELEMENTARY SPAN 3,SP&PT,"Students will learn to use Spanish for communication in real, meaningful si tuations. This course will develop an understanding of basic grammatical co ncepts along with obtaining an appreciation of various cultures of the Span ish-speaking world. The course follows a communicative approach and class t ime is primarily used for communication practice; Spanish will be spoken in class 99% of the time. By the end of this course students are expected to develop proficiency at the Novice-high or Intermediate-low level.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN      4  ,INTERMED SPANISH 1,SP&PT,Begins review of basic grammar and syntax.,SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN      5  ,INTERMED SPANISH 2,SP&PT,Continues the review of basic grammar and syntax. Course   conducted in Spa nish.,SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN      6  ,INTERMED SPANISH 3,SP&PT,"An intensive course designed to develop students' skills in   reading, oral , and written expression by reading and   discussing Hispanic texts, and wr iting compositions on   related topics.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN     15  ,INT SPAN HERITAGE,SP&PT,"SPAN 15 is designed for students who learned Spanish at home or as a first language and provides them with the language and learning skills required to successfully complete more advanced Spanish courses (SPAN 16A/B). It focuses on formal Spanish, grammar, and reading with an emphasis on writing and vocabulary building. Students will develop awareness of linguistic registers, and practice formal speaking and writing skills through readings and discussions based on Hispanic topics in the United States and other Spanish-speaking countries. Special attention will be paid to those aspects that Spanish speakers in the United States find most problematic.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN     16A ,SPAN FOR SPAN SPKRS,SP&PT,"Addresses on a university level the needs and strengths of students with Spanish speaking background but no formal language training in Spanish speaking countries. Emphasizes skill in composition, advanced reading comprehension, standard versus vernacular usages, cross language interference, etc.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN     16B ,SPAN FOR SPAN SPKRS,SP&PT,"ADDRESSES ON UNIVERSITY LEVEL THE NEEDS AND STRENGTHS OF   STUDENTS WITH SP ANISH SPEAKING BACKGROUND BUT NO FORMAL   LANGUAGE TRAINING IN SPANISH SPEA KING COUNTRIES.   EMPHASIZES   MORE COMPLEX SKILLS IN COMPOSITION AND ADVAN CED READING   COMPREHENSION THAN SPANISH 16A, AS WELL AS   STANDARD VERSUS VERNACULAR USAGES, CROSS LANGUAGE   INTERFERENCES, ETC.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN     25  ,ADV GRAMMAR & COMP,SP&PT,"Intensive course taught in Spanish designed to reinforce   students' compre hension and ability to express themselves in   Spanish, both orally and in writing, and to develop the   students' vocabularies and awareness of synta ctical structures in the   language.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN     30  ,INTRO HISPANIC LIT,SP&PT,"Hispanic Literature in relation to literary problems in   general. Such top ics as:the functions of literature,   literary periods, movements and trend s. The analysis and   interpretation of texts.",SPAN    ,U,L&S,5,LEC,FALSE
20244,SPAN     59  ,TRANSBORDER THOUGHT,SP&PT,"The class purpose is to survey the Mexico/U.S border region’s cultural prod uction of the past century. It pays special attention to aesthetic and ideo logical discourses that nurture artistic and political ties required to res ist state violence at and across the U.S.-Mexico border. It takes an interd isciplinary approach to understand the sociopolitical realities of the most populated merging points between Latin America and the United States. Mater ial includes readings from different disciplines as well as cultural produc tions: film, visual arts, literature, music, podcasts and performance art — to offer a rich and diverse examination of cultural manifestations and soci o-political movements from a transborder perspective. Taught in English.",SPAN    ,U,L&S,5,LEC,FALSE
20244,SPAN    100  ,INTRO HISP LINGUIST,SP&PT,"Introduction to linguistic theories, methods, and problems as applied to Sp anish. Taught in Spanish with Spanish examples.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    106  ,INTRO TO LAIS,SP&PT,Designed to acquaint students with current research on the main areas of La tin American and Iberian Studies. Taught in English.,SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    106H ,INTRO LAIS HONORS,SP&PT,Eligible students are invited to enroll in the honors seminar which is generally taught by the course instructor.,SPAN    ,U,L&S,1,DIS,FALSE
20244,SPAN    109  ,SPAN IN US & SPKRS,SP&PT,"Study of Spanish used in United States by native and immigrant groups: Mexicans, Chicanos, Cubans, Puerto Ricans and others in Spanish-speaking enclaves. Focus on language and social and cultural manifestations arising in   contact between linguistically different groups. Taught in Spanish.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    116  ,INTRO TO INTERPRET,SP&PT,Comprised of topics necessary in developing skills for interpretation to an d from Spanish. Intended mostly for proficient Spanish-language speakers.,SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    126  ,SPANISH CINEMA,SP&PT,Covers different periods of the Spanish cinema history and the way movies c ould represent the history and culture of the twentieth century in Spain.,SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    139  ,U.S. LATINO LIT.,SP&PT,"A comparative study of the literature and culture of the diverse Latino pop ulations of the United States, including Chicano, Puerto Rican, Cuban-Ameri can, Dominican-American, and other U.S. Latino groups. Writers, genres, and periods vary from quarter to quarter, emphasizing salient examples of fict ion, poetry, drama, the essay, film or art.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    145  ,SPAN FOR HEALTHCARE,SP&PT,Designed for students interested in expanding and applying   their knowledg e of Spanish to the medical field. Students will learn and apply   targeted vocabulary/grammar and develop   bicultural/bilingual competency of health care issues in   Hispanic countries and the US.,SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    153E ,BASQUE STUDIES,SP&PT,"An overview of the cultural and historical characteristics of the Basque Co untry while analyzing how minoritized groups, such as the Basque, negotiate their identity in the face of globalization. Taught in English.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    154A ,BASQUE LANG/CULT,SP&PT,An intensive course for students with no previous study of   the Basque lan guage.,SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    159  ,TRANSBORDER CULTURE,SP&PT,"A general overview of the literature, music, and visual arts created by Transborder cultural producers in the U.S./ México border region. People's socio-historical experiences are examined to understand ethnicity, creativity, and world citizenship.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    166E ,BORGES' FICTIONS,SP&PT,"A study of one of the greatest writers of the twentieth century: Jorge Luis Borges. Explores his various creative registers, from his short stories in the vein of fantastic literature, to his poetry and his work as an essayis t. The perspective of the course is comparative around topics (some seminal , some relatively unexplored) that Borges treats across a variety of litera ry genres. Taught in English.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    171  ,LATAM ON FILM,SP&PT,"An exploration of Latin American film and how this medium represents the cultures, histories and politics of the region. We will study a selection of films encompassing different genres, styles and historical periods, including some key works by influential Latin American filmmakers.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    177  ,SPAN AMER THOUGHT,SP&PT,"Leading social, institutional, intellectual, and artistic trends from the sixteenth century to the present.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    178  ,MEXICAN CULTURE,SP&PT,"Social, institutional, intellectual, and artistic trends in the development of modern Mexico.",SPAN    ,U,L&S,4,LEC,FALSE
20244,SPAN    195  ,SEN HONORS IND RES,SP&PT,The student will engage in research lead ing to a paper of considerable dep th and complexity on a topic dealing with the literature and/or languageof Spain and Spanish America.,SPAN    ,U,L&S,4,TUT,FALSE
20244,SPAN    196  ,INTERNSHIP,SP&PT,This course enables students to obtain credit for Spanish or Portuguese rel ated internship experience. The course is graded P/NP and cannot be applied towards credit for the major.,SPAN    ,U,L&S,NA,FLD,FALSE
20244,SPAN    199  ,INDEPENDENT STUDIES,SP&PT,Independent studies in selected subjects not covered by course offerings.,SPAN    ,U,L&S,NA,TUT,FALSE
20244,SPAN    215  ,WOMEN AUTHORS,SP&PT,"An examination of women's strategies of self-figuration, traditions of female expression, women's relationship to authorship and authority, and the relationship of Spanish-language writing to contemporary feminist criticism.",SPAN    ,G,L&S,4,SEM,FALSE
20244,SPAN    295A ,RSCH SEM SPAN LIT,SP&PT,"Primarily intended to train students in research   techniques; background material, critical approach, and selection of topic.",SPAN    ,G,L&S,4,SEM,FALSE
20244,SPAN    591  ,TA PRACTICUM,SP&PT,Supervised teaching of lower-division Spanish courses at UCSB. Participation in occasional workshops related to the field of teaching will be required.,SPAN    ,G,L&S,4,FLD,FALSE
20244,SPAN    592  ,TEACH ASSOC PRACTIC,SP&PT,Supervised teaching of lower-division Spanish courses at UCSB. Participation in occasional workshops related to the field of teaching willbe required.,SPAN    ,G,L&S,4,FLD,FALSE
20244,SPAN    596  ,DIR READ & RSCH,SP&PT,Individual tutorial. A written proposal for each tutorial must be approved by student's program adviser and by the department chair. The number of units which a student may take in this series depends on the nature of the program and consent of the adviser or the departmental graduate committee.,SPAN    ,G,L&S,NA,TUT,FALSE
20244,SPAN    597  ,IND STD MA-PHD EXAM,SP&PT,Individual study for M.A. comprehensive and Ph.D. examinations. Instructor study for M.A. comprehensive and Ph.D. examinations. Instructor should be student's major professor or chair of doctoral committee.,SPAN    ,G,L&S,NA,TUT,FALSE
20244,SPAN    598  ,MA THESIS RSCH PREP,SP&PT,Only for research underlying the thesis and writing of the thesis.,SPAN    ,G,L&S,NA,TUT,FALSE
20244,SPAN    599  ,PH D DISS PREP,SP&PT,Ph.D. dissertation preparation. Only for research in preparing and writing of the dissertation. Instructor should be the chair of the student's doctoral committee.,SPAN    ,G,L&S,NA,TUT,FALSE
20244,PSTAT     5A ,UNDERSTANDING DATA,STATS,"Introduction to data science. Concepts of statistical thinking. Topics incl ude random variables, sampling distributions, hypothesis testing, correlati on and regression. Visualizing, analyzing and interpreting real world data using Python. Computing labs required.",PSTAT   ,U,L&S,5,LEC,FALSE
20244,PSTAT     5H ,STATISTICS,STATS,Introduction to a variety of statistics and applied probability application s. Active participation and a 15- minute group presentation or a short (2-3 pages) analytical essay will be required.,PSTAT   ,U,L&S,1,SEM,FALSE
20244,PSTAT     5LS,STAT LIFE SCIENCES,STATS,"An introduction to statistics for students interested in the quantitative a nalysis of problems in the life sciences. The focus is on application; topi cs include probability, correlation and regression, sampling distributions, confidence intervals, and hypothesis testing.",PSTAT   ,U,L&S,5,LEC,FALSE
20244,PSTAT     8  ,TRANS DS PROB STAT,STATS,"Introduction to techniques of mathematical logic, proof, and fundamental st ructures in probability and statistics. The curriculum includes sets, inequ alities, functions, continuity, limits, infinity, and random numbers and si mulation. Applications to high-dimensional probability, data science, and s tatistics. Mastery of this material is essential for students continuing to all three PSTAT programs.",PSTAT   ,U,L&S,5,LEC,FALSE
20244,PSTAT    10  ,DATA SCIENCE PRINC,STATS,"Fundamentals of programming for data science using R. Descriptive statistic s, distributions and graphics in R. Relational database management systems including the relational model, relational algebra, database design princip les and data manipulation using SQL. An introduction to the concept of big data.",PSTAT   ,U,L&S,5,LEC,FALSE
20244,PSTAT   100  ,DS_CONC&ANLS,STATS,"Overview of data science key concepts and the use of tools for data retriev al, analysis, visualization, and reproducible research. Topics include an i ntroduction to inference and prediction, principles of measurement, missing data, and notions of causality, statistical traps, and concepts in data et hics and privacy. Case studies illustrate the importance of domain knowledg e.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   115  ,BAYES DATA ANALYSIS,STATS,"An introduction to the Bayesian approach to statistical inference, its theo retical foundations and comparison to classical methods. Topics include par ameter estimation, testing, prediction and computational methods (Markov Ch ain Monte Carlo simulation). Emphasis on concepts, methods and data analysi s. Extensive use of the R programming language and examples from the social , biological and physical sciences to illustrate concepts.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   120A ,PROB & STATISTICS,STATS,"Concepts of probability; random variables; combinatorial   probability; dis crete and   continuous distributions; joint distributions, expected   value s; moment generating   functions; law of large numbers and central limit th eorems.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   120B ,PROB & STATISTICS,STATS,"Distribution of sample mean and sample variance; t, chi-squared and F distributions; summarizing data by statistics and graphs; estimation theory for single samples: sufficiency, efficiency, consistency, method of moments, maximum likelihood; hypothesis testing: likelihood ratio test; confidence intervals.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   120C ,PROB & STATISTICS,STATS,"Hypothesis tests for means of independent samples and paired data; likelihood   ratio tests; nonparametric hypothesis tests: sign, rank, and Mann-Whitney tests;   chi-squared goodness-of-fit tests and contingency tables; Bayesian methods of   estimating parameters and credible intervals.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   122  ,DESIGN OF EXPERMNTS,STATS,"An introduction to statistical design and analysis of experiments. Covers: principles of randomization, blocking and replication; fixed, random and mi xed effects models; block designs, factorial designs and nested designs; an alysis of variance and multiple comparison.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   126  ,REGRESSION ANALYSIS,STATS,"Linear and multiple regression, analysis of residuals, transformations, var iable and model selection including stepwise regression, and analysis of co variance. The course will stress the use of computer packages to solve real -world problems.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   127  ,ADV STATS MODELS,STATS,"Exponential family and generalized linear models including logistic and Poisson   regression, nonparametric regression, including kernel, spline and local   polynomials, and generalized additive models. Other topics as time allows: regularization, neural networks, and support vector machines. Emphasis will be on   concepts and practical applications.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   130  ,SAS BASE PROGRAM,STATS,"In depth SAS programming course. Topics include importing/exporting raw data files, manipulating/transforming data, combining SAS data sets, generating reports, handling syntax and logic errors. Provides preparation for the SAS   Institute Certified Professional (Base Programming) Examination.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   131  ,STAT MACHINE LEARN,STATS,"Statistical Machine Learning is used to discover patterns and relationships in large data sets. Topics will include: data exploration, classification and regression tress, random forests, clustering and association rules. Bui lding predictive models focusing on model selection, model comparison and p erformance evaluation. Emphasis will be on concepts, methods and data analy sis; and students are expected to complete a significant class project, ind ividual or team based, using real-world data.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   134  ,STAT DATA SCIENCE,STATS,"Applications of advanced data science tools for data retrieval, statistical analysis and machine learning, optimization, and visualization. Multiple c ase studies will illustrate the practical use of these tools.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   135  ,BIG DATA ANALYTICS,STATS,"Basics in distributed data storage, retrieval, processing and cloud computi ng. Overview of methods for analyzing big data from both high dimensional s tatistics and machine learning - topics chosen from penalized regression, c lassification/clustering, dimension reduction, random projections, kernel m ethods, network clustering, graph analytics, supervised and unsupervised le arning among others.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   160A ,STOCHASTIC PROCESS,STATS,Discrete probability models. Review of discrete and continuous probability. Conditional expectations. Simulation techniques for random variables. Disc rete time stochastic processes: random walks and Markov chains with applica tions to Monte Carlo simulation and mathematical finance. Introduction to P oisson process.,PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   160B ,STOCHASTIC PROCESS,STATS,"Continuous models. Continuous time stochastic processes:   Poisson process, Markov chains, Renewal process, Brownian   motion, including simulation of these processes. Applications to Black-Scholes model, insurance and ruin p roblems and related topics.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   170  ,INTRO MATH FINANCE,STATS,"Describes mathematical methods for estimating and evaluating   asset pricing models, equilibrium and derivative pricing,   options, bonds, and the term-structure of interest rates.   Also introduces finance optimization models for risk   management and financial engineering.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   171  ,MATH COMPOUND INT,STATS,"Introduction to fixed Income Markets. Topics include: measurement of intere st, annuities certain, varying annuities, amortization schedules, sinking f unds, bonds and related securities, depreciation.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   173  ,RISK THEORY,STATS,"Risk measures, individual and collective risk models, credibility theory; a pplications to actuarial and financial mathematics.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   174  ,TIME SERIES,STATS,"Stationary and non-stationary models, seasonal time series, ARMA models: calculation of ACF, PACF, mean and ACF estimation. Barlett's formula, model estimation: Yule-Walker estimates, ML method. identification techniques, d iagnostic checking forecasting, spectral analysis, the periodogram. Current software and applications.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   175  ,SURVIVAL ANALYSIS,STATS,"Properties of survival models, including both parametric and tabular models ; methods of estimating them from both complete and incomplete samples, inc luding the actuarial, moment and maximum likelihood estimation techniques, and the estimation of life tables from general population data.",PSTAT   ,U,L&S,4,LEC,FALSE
20244,PSTAT   182T ,ACTUARIAL TUTORIAL,STATS,"Problem solving sessions to prepare students for the first four actuarial e xaminations. Topics corresponding to these examinations (probability, finan cial mathematics, statistical modeling, and risk management) will be offere d in different quarters.",PSTAT   ,U,L&S,2,LEC,FALSE
20244,PSTAT   190  ,ULA TRAINING,STATS,Introduction to pedagogy in probabilty and statistics. Approaches to tutori ng and mentoring undergraduate students. Course includes hands-on experienc e working one-on-one with students during discussion sections and open lab hours in an assigned PSTAT course.,PSTAT   ,U,L&S,4,FLD,FALSE
20244,PSTAT   193  ,INTERNSHIP IN STATS,STATS,Faculty sponsored academic internship in industrial or   research firms. A seven to ten page written report is required and evaluated for credit.,PSTAT   ,U,L&S,NA,FLD,FALSE
20244,PSTAT   197A ,DS CAPSTONE PREP,STATS,"Introduction to research skills. Discussion of current research trends, wri ting literature reviews, etc. Students will be required to present material s reflecting their interests, which will be critically appraised for both c ontent and presentation. Emphasis will be placed on aiding students to acqu ire a high-level of professionalism.",PSTAT   ,U,L&S,4,SEM,FALSE
20244,PSTAT   199  ,INDEPENDENT STUDIES,STATS,Independent studies in statistics.,PSTAT   ,U,L&S,NA,TUT,FALSE
20244,PSTAT   207A ,STATISTICAL THEORY,STATS,"Univariate and multivariate distribution theory; generating functions; inequalities in statistics; order statistics; estimation theory: likelihood, sufficiency, efficiency, maximum likelihood; testing hypotheses: likelihood ratio and score tests, power; confidence and prediction intervals; bayesian estimation and hypothesis testing; basic decision theory, linear regression; analysis of variance.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   210  ,MEASURE THEORY PROB,STATS,"Probability spaces: axioms, sigma-algebras, monotone class theorems, construction of probability measures on measurable spaces. Random variables. Expectations (integral Lebesgue). Product spaces and Fubini theorem. L2 spaces of random variables.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   213A ,PROB THEORY/STOC PR,STATS,"Generating functions, discrete and continuous time Markov chains; random walks; branching processes; birth-death processes; Poisson processes, point processes.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   220A ,ADV STAT METHODS,STATS,"General linear models; regression; analysis of variance of fixed, random, and mixed effects models; analysis of covariance; and experimental design. Discussion of each technique includes graphical methods; estimation and inference; diagnostics; and model selection. Emphasis on application rather than theory. R/SAS Computation.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   223A ,STOCHASTIC CALCULUS,STATS,"An introduction to Brownian motion, stochastic calculus and   stochastic differential equations. Diffusion processes,   related partial differential equations and Feynman-Kac   formula. Applications to filtering, stochastic control,   mathematical finance and other areas of science and   engineering.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   227  ,BOOTSTRAP & RESAMP,STATS,"Resampling methods: bootstrap and subsampling. Topics: parametric and nonparametric bootstrap simulation; confidence limit methods; resample significance tests, including Monte Carlo and bootstrap; resampling for improved regression model selection and prediction; diagnostics for bootstrap validity.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   231  ,STAT MACHINE LEARN,STATS,"Statistical Machine Learning is used to discover patterns and relationships in large data sets. Topics will include: data exploration, classification and regression trees, random forests, clustering and association rules. Bui lding predictive models focusing on model selection, model comparison and p erformance evaluation. Emphasis will be on concepts, methods and data analy sis; and students are expected to complete a significant class project, ind ividual or team based, using real world data.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   234  ,STAT DATA SCIENCE,STATS,"Overview and use of data science tools in R and/or Python for data retrieva l, analysis, visualization, reproducible research, and automated report gen eration. Case studies will illustrate the practical use of these tools.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   235  ,BIG DATA ANALYTICS,STATS,"Basics in distributed data storage, retrieval, processing and cloud computi ng. Overview of methods for analyzing big data from both high dimensional s tatistics and machine learning - topics chosen from penalized regression, c lassification/clustering, dimension reduction, random projections, kernel m ethods, network clustering, graph analytics, supervised and unsupervised le arning among others.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   262FM,SEMINARS IN P/STAT,STATS,"Topics of current research interest in probability and/or statistics, by means of lectures and informal conferences with members of staff. PSTAT 262FM is reserved for topics in financial mathematics and statistics.",PSTAT   ,G,L&S,NA,LEC,FALSE
20244,PSTAT   263  ,RES SEM PROB & STAT,STATS,"Research seminars presented by faculty, visiting scholars, and invited speakers on current research topics.",PSTAT   ,G,L&S,1,SEM,FALSE
20244,PSTAT   274  ,TIME SERIES,STATS,"Stationary and non-stationary models, seasonal time series, ARMA models: calculation of ACF, PACF, mean and ACF estimation. Barlett's formula, model estimation: Yule-Walker estimates, ML method. Identification techniques, diagnostic checking, forecasting, spectral analysis, the periodogram. Current software and applications.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   277A ,AVD TIME SERIES,STATS,"Advanced univariate time series methods, decomposition and prediction metho ds, time series regression methods and factor models and ARIMA and state sp ace model characterization, Kalman filtering and score recursion, MIDAS reg ression, GLARMA models and method of scoring, Cox and Sichel models and int roduction to panel regression.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   277B ,ADV TIME SERIES,STATS,"Multivariate time series models, cointegration models,  multivariate stocha stic volatility models, multivariate time  series regression models, quanti le time series models and non-  linear time series models. Mathematical tre atment of  specification, estimation and forecasting as well as  applicatio ns in R.",PSTAT   ,G,L&S,4,LEC,FALSE
20244,PSTAT   296A ,MA RSRCH IN ACTSC,STATS,"Introduction to research skills. Discussion of current   research trends, writing literature reviews etc. Students will   be required to present material reflecting their interests in   actuarial science, which will be critically appraised for both   content and presentation. Emphasis will be placed on aiding   students to acquire a high-level of professionalism.",PSTAT   ,G,L&S,4,TUT,FALSE
20244,PSTAT   501  ,TCH ASST TRAINING,STATS,"Consideration of ideas about the process of learning probability and statistics, and discussion of approaches to teaching.",PSTAT   ,G,L&S,NA,FLD,FALSE
20244,PSTAT   510  ,READING AREA EXAM,STATS,Readings for area examinations.,PSTAT   ,G,L&S,NA,TUT,FALSE
20244,PSTAT   596  ,DIR READ & RSCH,STATS,Directed reading and research.,PSTAT   ,G,L&S,NA,TUT,FALSE
20244,PSTAT   598  ,MA RSCH & PREP,STATS,"Only for research underlying the thesis, writing the thesis. Instructor should be the chair of the student's thesis committee.",PSTAT   ,G,L&S,NA,TUT,FALSE
20244,PSTAT   599  ,DISS RSCH & PREP,STATS,Ph.D dissertation preparation.,PSTAT   ,G,L&S,NA,TUT,FALSE
20244,THTR      2B ,PRF GLOB:ASIA,THTDA,"This course surveys a range of Asian performances across a diversity of loc ations, from the traditional theater forms of Japanese Kabuki, Indonesian W ayang Kulit, and Indian Kathakali to modern forms in India and Japan to con temporary Chinese performance art. Theater forms like Chinese Jingju and Ja panese Noh will prompt us to reevaluate what the performer does in rehearsa l and in situations on and off the stage. By exploring recent modern and co ntemporary performance forms, we will reassess how an actor, dancer, or pup peteer can challenge the status quo and effect change. As we ask these ques tions, we will situate Asian performance within social, political, and hist orical contexts to understand its rich functions and significances.",THTR    ,U,L&S,5,LEC,FALSE
20244,THTR      5  ,INTRO TO ACTING,THTDA,An introduction for majors and nonmajors to the multiple problems of the actor's art and craft.,THTR    ,U,L&S,3,LEC,FALSE
20244,THTR      9  ,DRAMATIC WRITING,THTDA,"An intensive introduction to playwriting for beginning dramatists. Students will read and analyze the structure of plays, write and stage their own sh ort plays, and gain experience acting in and directing each other's work. H omework for the course includes a series of written and performance-based a ssignments.",THTR    ,U,L&S,5,LEC,FALSE
20244,THTR     10A ,MOVEMENT FOR STAGE,THTDA,"Intense physical training designed to produce a neutral, dynamic, and expre ssive bodily instrument.",THTR    ,U,L&S,2,LAB,FALSE
20244,THTR     11A ,VOICE LABORATORY,THTDA,"A fundamental approach to voice for the actor with emphasis on vocal produc tion, articulation, and quality; plus physical relaxation techniques.",THTR    ,U,L&S,2,STD,FALSE
20244,THTR     15A ,FUNDAMENTALS ACTING,THTDA,"Development of the intermediate actor's foundational work in improvisation, technique, scene study, textual analysis, and characterization while explo ring creative capacity.",THTR    ,U,L&S,4,STD,FALSE
20244,THTR     19  ,DESIGN DANCE/THEATR,THTDA,"Lectures, demonstrations and projects to provide an   understanding of the stage design   process for theater and dance. Study of the elements, principles, terminology, and basic   techniques. Exploration of the communicative and   collaborative process between designer   and choreographer/director. Concentration in scenic,   costume, and lighting design.",THTR    ,U,L&S,4,LEC,FALSE
20244,THTR     23  ,STAGE LIGHT DESIGN,THTDA,"Lecture-demonstration in instrumentation, color in light,   control equipment, and basic lighting design theories. Technical drawing including light plots, scheduling and organization for lighting design. Some practical application through laboratory and studio exercise.",THTR    ,U,L&S,4,STD,FALSE
20244,THTR     23D ,DANCE LIGHT DESIGN,THTDA,"Lecture-demonstration in instrumentation, color in light, control equipment,   and basic lighting theories. practical application through laboratory assignments   and studio productions.",THTR    ,U,L&S,3,LEC,FALSE
20244,THTR     25  ,COSTUME DESIGN,THTDA,Exploration of basic elements and principles of theatre   costume design. Projects in the interpretation of plays   through costume elements with concentration on the design   process. Emphasis on figure drawing.,THTR    ,U,L&S,4,LEC,FALSE
20244,THTR     29A ,SCENIC PRACTICUM,THTDA,Empirical understanding of methods of assembly and materials for stage scenery. Shop organization and operation are experienced during the construction process.,THTR    ,U,L&S,1,LAB,FALSE
20244,THTR     29B ,LIGHTING PRACTICUM,THTDA,"Empirical understanding of optical properties of lightin units, available hanging positions and apparatus, lighting control, electrical safety and stage crew organization.",THTR    ,U,L&S,1,LAB,FALSE
